Name,Sector,City,State,Founded_Year,Funding_Stage,Investment_Type,Amount_Raised,Investors_Count,Valuation_Post_Funding,Revenue,Profitability,Number_of_Employees,Tech_Stack,Customer_Base_Size,Growth_Rate,Exit_Status,Social_Media_Followers,Patents,ESG_Score,Diversity_Index,Net_Impact_Score,Funding_Year
Startup_479,FinTech,Bangalore,Karnataka,2018,Series C,Equity,5974414,5,12901098,4367001,Yes,142,IoT,66411,23.85,Yes,95497,3,1.96,73.07,5.68,2018
Startup_480,FoodTech,Delhi,Maharashtra,2005,Series A,Convertible Note,9792645,6,94381698,1631295,Yes,43,AI,48384,42.69,No,51852,17,9.17,63.17,2.15,2022
Startup_481,Retail,Pune,Tamil Nadu,2016,Series D,Convertible Note,4658585,2,88954935,1165907,No,340,Blockchain,32086,47.6,Yes,29781,6,6.43,72.18,3.8,2023
Startup_482,EdTech,Hyderabad,Telangana,2008,Seed,Equity,9762497,9,19575540,381248,Yes,71,Cloud,93117,39.24,Yes,89074,6,3.68,62.32,6.11,2017
Startup_483,FinTech,Hyderabad,Delhi,2000,IPO,Equity,2828880,3,36945780,3589008,Yes,63,AR/VR,79352,28.15,Yes,1385,17,5.91,30.0,8.49,2017
Startup_484,EdTech,Chennai,Maharashtra,2021,Series C,Debt,5086344,8,65183004,3848838,No,157,Cloud,87972,5.79,No,46522,6,4.88,22.33,4.74,2020
Startup_485,EdTech,Hyderabad,Delhi,2007,Series B,Equity,3721337,1,13435446,1877961,No,479,Big Data,85109,21.83,Yes,83898,1,5.35,32.15,9.41,2016
Startup_486,HealthTech,Hyderabad,Maharashtra,2019,IPO,Equity,4343190,3,19969682,250088,No,77,Big Data,76437,44.72,No,17031,6,3.43,77.94,5.38,2020
Startup_487,HealthTech,Chennai,Maharashtra,2003,Series C,Convertible Note,4931328,5,39033241,3418053,Yes,251,Cloud,12276,34.8,No,22325,12,3.7,59.53,2.12,2019
Startup_488,AgriTech,Delhi,Maharashtra,2023,Series A,Grant,1128292,6,70500374,2365073,Yes,36,Big Data,59095,36.46,Yes,16444,13,2.6,69.63,6.1,2019
Startup_489,Retail,Chennai,Delhi,2021,Series D,Convertible Note,4259098,10,34311695,4461222,No,196,IoT,44961,11.7,Yes,14162,12,5.15,68.57,2.07,2021
Startup_490,FoodTech,Hyderabad,Delhi,2013,Series C,Grant,3651956,9,88630204,4494197,No,476,Cloud,17716,37.0,No,50216,19,3.61,45.07,7.63,2015
Startup_491,AgriTech,Delhi,Karnataka,2016,Series A,Convertible Note,3304485,4,1107254,2462659,No,403,Cloud,16697,39.13,Yes,11812,2,8.9,35.41,5.92,2023
Startup_492,Retail,Bangalore,Telangana,2003,Series D,Grant,8497704,5,23518360,627372,No,273,AR/VR,60964,35.17,Yes,62257,6,3.88,27.71,4.02,2020
Startup_493,AgriTech,Mumbai,Tamil Nadu,2018,Seed,Convertible Note,1896866,8,64686595,643452,No,458,AR/VR,62820,39.64,Yes,17689,17,5.81,58.57,7.34,2019
Startup_494,EdTech,Bangalore,Karnataka,2004,Seed,Equity,4058782,4,17335890,4469270,No,129,Big Data,62858,43.72,Yes,47451,14,2.16,42.16,2.82,2023
Startup_495,AgriTech,Mumbai,Telangana,2006,Seed,Equity,8042404,6,38446018,273591,Yes,157,Cloud,19470,17.77,Yes,62935,11,3.57,31.58,7.5,2019
Startup_496,FoodTech,Mumbai,Karnataka,2022,Series A,Equity,8683453,9,56964773,1971284,No,288,Big Data,66996,35.08,No,95726,8,4.71,59.85,1.47,2020
Startup_497,TravelTech,Delhi,Karnataka,2019,IPO,Equity,6409988,3,3803310,1934306,No,381,IoT,41281,34.53,Yes,37680,7,7.95,23.46,6.5,2015
Startup_498,AgriTech,Mumbai,Maharashtra,2008,Series D,Convertible Note,3914074,2,99715558,2292159,No,71,Big Data,56148,32.27,No,26596,8,6.54,26.68,8.59,2021
Startup_499,EdTech,Mumbai,Telangana,2018,Seed,Debt,793287,6,79287379,1544705,Yes,81,Big Data,9867,29.18,Yes,27423,9,4.77,40.55,5.54,2023
Startup_500,EdTech,Mumbai,Tamil Nadu,2018,Series A,Grant,2322657,5,45630625,3030766,No,476,Cloud,91800,15.24,No,62016,17,8.68,42.81,8.73,2016
Startup_501,FoodTech,Chennai,Tamil Nadu,2020,IPO,Equity,6534777,10,82815546,3667145,Yes,349,AI,63217,14.51,No,26352,20,2.5,70.34,9.82,2021
Startup_502,TravelTech,Chennai,Maharashtra,2014,Series A,Convertible Note,7183591,8,83297626,2048228,No,341,Cloud,8190,12.29,No,96127,1,2.33,59.24,6.05,2022
Startup_503,FinTech,Bangalore,Telangana,2014,IPO,Debt,9982175,1,21502592,549402,No,363,AR/VR,55132,48.99,Yes,30161,10,4.41,28.87,2.67,2020
Startup_504,FoodTech,Delhi,Delhi,2012,Seed,Convertible Note,8570674,10,16720126,243747,No,488,AR/VR,1019,44.83,No,42439,19,4.61,57.63,4.85,2015
Startup_505,AgriTech,Delhi,Tamil Nadu,2002,Series D,Convertible Note,2224931,9,48309260,4027436,No,281,AR/VR,4287,9.13,No,89703,7,6.42,69.85,5.46,2016
Startup_506,Retail,Chennai,Maharashtra,2013,Series B,Grant,6997563,7,25569384,4552727,Yes,366,AR/VR,41891,26.94,No,72923,16,6.96,68.31,4.51,2023
Startup_507,HealthTech,Chennai,Karnataka,2007,Seed,Debt,6036522,6,37102140,3980730,Yes,489,IoT,36300,26.45,Yes,40654,10,6.88,73.96,6.36,2023
Startup_508,TravelTech,Delhi,Telangana,2017,Seed,Grant,8493035,7,14204207,4318712,Yes,27,Cloud,8300,48.0,No,51412,15,5.39,77.81,6.1,2022
Startup_509,HealthTech,Pune,Tamil Nadu,2003,Seed,Convertible Note,2938728,6,76080519,4042416,Yes,480,Big Data,80718,27.07,No,10950,13,1.52,42.23,8.79,2023
Startup_510,EdTech,Bangalore,Telangana,2013,Series A,Equity,6656666,1,9822617,2688091,Yes,331,AR/VR,28470,27.78,Yes,24459,11,4.18,52.94,1.69,2015
Startup_511,TravelTech,Chennai,Karnataka,2005,Series C,Equity,9615919,9,5185743,1741018,Yes,290,AR/VR,46579,26.5,No,14347,19,6.58,73.67,6.49,2017
Startup_512,AgriTech,Hyderabad,Telangana,2016,IPO,Debt,5052061,2,82470652,1277256,No,228,Cloud,45105,41.31,No,92934,1,8.64,29.39,1.18,2020
Startup_513,FoodTech,Hyderabad,Maharashtra,2016,Series A,Equity,8234702,7,75456309,1172214,No,299,Big Data,96755,25.9,No,17008,0,9.36,48.22,1.98,2021
Startup_514,FoodTech,Mumbai,Telangana,2019,Series C,Grant,7646021,9,21144935,4423750,No,480,AR/VR,32115,6.21,No,94597,2,2.8,73.53,7.34,2019
Startup_515,TravelTech,Hyderabad,Maharashtra,2000,Series D,Debt,3570364,4,69217578,1671747,No,348,Cloud,87964,41.88,No,97037,0,3.01,71.04,4.93,2020
Startup_516,AgriTech,Mumbai,Telangana,2022,Series A,Debt,6143477,2,51176965,924383,Yes,12,AI,2123,33.36,No,63831,19,1.07,40.71,1.78,2023
Startup_517,FoodTech,Mumbai,Telangana,2001,Series A,Convertible Note,226723,1,73049560,104510,Yes,308,AR/VR,82962,37.68,No,30279,9,1.56,30.44,5.35,2023
Startup_518,AgriTech,Chennai,Maharashtra,2007,Series C,Debt,5834012,6,65707290,4483195,No,58,Big Data,6034,24.85,Yes,3374,0,6.84,55.14,3.47,2020
Startup_519,HealthTech,Chennai,Delhi,2021,IPO,Debt,4594087,10,4413610,1030004,Yes,402,AR/VR,32886,19.45,No,3759,15,7.74,58.92,3.4,2019
Startup_520,EdTech,Mumbai,Delhi,2021,Series D,Convertible Note,6587663,10,86790420,1547416,Yes,170,Blockchain,57048,34.41,No,91074,15,8.44,37.81,1.69,2018
Startup_521,HealthTech,Delhi,Delhi,2000,Seed,Debt,3177173,2,88594062,4691222,Yes,117,IoT,70398,16.4,No,23746,7,6.03,62.36,5.36,2016
Startup_522,EdTech,Delhi,Karnataka,2015,Seed,Equity,2375200,5,94119428,3913734,Yes,163,AR/VR,80197,10.55,No,94269,16,6.9,35.78,7.16,2017
Startup_523,FoodTech,Chennai,Telangana,2003,Seed,Grant,4514224,8,3837460,2729155,Yes,166,AR/VR,53198,37.88,No,22245,12,9.94,63.02,3.42,2020
Startup_524,FoodTech,Mumbai,Karnataka,2000,Seed,Debt,4614599,8,80152999,3641407,Yes,336,AR/VR,54358,38.22,Yes,98537,5,6.94,68.79,6.05,2023
Startup_525,Retail,Bangalore,Maharashtra,2001,Series A,Equity,1264883,10,45405882,2123417,No,237,AR/VR,45927,11.97,Yes,24477,0,1.33,46.71,5.24,2022
Startup_526,FinTech,Chennai,Delhi,2018,Series C,Grant,7720418,7,31055125,424404,No,196,AR/VR,63278,5.84,Yes,40462,19,7.33,33.19,6.92,2022
Startup_527,EdTech,Chennai,Delhi,2006,Series B,Debt,8104883,3,68587927,4886234,No,62,Cloud,69094,37.2,Yes,28772,18,4.43,51.21,6.5,2019
Startup_528,FinTech,Mumbai,Karnataka,2021,Series D,Convertible Note,6314758,8,73978083,2573809,No,360,Blockchain,38710,12.69,No,76124,7,5.1,28.68,3.46,2022
Startup_529,AgriTech,Mumbai,Maharashtra,2013,Series C,Equity,3935487,8,71287445,3585694,Yes,79,AI,87210,26.87,No,5741,3,2.13,62.62,2.6,2018
Startup_530,TravelTech,Mumbai,Delhi,2003,Series A,Convertible Note,3699745,3,23551182,3472453,Yes,493,IoT,49950,7.16,No,91607,8,5.7,77.62,9.98,2016
Startup_531,AgriTech,Mumbai,Karnataka,2006,Series D,Grant,2687785,7,24873268,1951586,No,243,Big Data,42931,26.88,Yes,15248,12,1.45,68.3,9.2,2015
Startup_532,AgriTech,Chennai,Tamil Nadu,2006,Series A,Debt,5529690,4,49600857,4807323,Yes,243,IoT,3374,6.56,No,82517,5,2.14,39.2,3.16,2020
Startup_533,Retail,Bangalore,Maharashtra,2019,Series D,Grant,5487469,6,84767191,1265409,No,295,Blockchain,73619,19.67,Yes,76926,6,4.49,29.91,1.1,2015
Startup_534,HealthTech,Hyderabad,Maharashtra,2011,Series A,Grant,9584875,1,98795287,3869728,No,481,AR/VR,75872,20.64,No,76403,12,6.88,78.01,5.54,2020
Startup_535,FoodTech,Hyderabad,Maharashtra,2007,Series C,Debt,3321947,5,10821295,1150865,Yes,486,AI,58485,37.34,Yes,45780,8,9.59,31.33,8.03,2020
Startup_536,AgriTech,Hyderabad,Tamil Nadu,2008,Series C,Convertible Note,6919004,9,36908206,1263484,No,142,AR/VR,13764,49.39,No,14080,1,4.81,57.38,8.54,2020
Startup_537,TravelTech,Mumbai,Telangana,2002,Series B,Convertible Note,2443894,8,21110215,2425875,Yes,314,Blockchain,4831,45.66,Yes,87603,19,8.08,61.5,8.97,2016
Startup_538,TravelTech,Pune,Maharashtra,2023,Series C,Equity,9829053,9,77463457,3571481,Yes,378,AI,69557,23.76,No,2557,12,2.27,25.6,4.75,2020
Startup_539,HealthTech,Pune,Delhi,2012,Seed,Grant,9564025,3,90499534,234409,Yes,79,IoT,58607,12.43,Yes,82100,13,1.8,72.75,7.66,2023
Startup_540,TravelTech,Hyderabad,Karnataka,2002,Series C,Equity,5324380,1,1813090,4006109,Yes,82,Blockchain,15663,5.89,No,39011,17,5.51,37.54,6.89,2015
Startup_541,Retail,Mumbai,Maharashtra,2003,IPO,Convertible Note,5680820,4,7532245,3729518,Yes,76,IoT,71746,32.06,No,55677,16,4.76,26.65,4.32,2015
Startup_542,EdTech,Mumbai,Karnataka,2010,Series A,Convertible Note,6931134,1,3153796,1944590,No,189,Big Data,39367,38.08,No,64355,20,6.68,49.35,3.8,2022
Startup_543,EdTech,Hyderabad,Delhi,2012,Seed,Debt,4229018,5,43499168,2253157,No,281,Big Data,84501,41.97,Yes,39916,2,3.09,47.14,1.66,2020
Startup_544,Retail,Hyderabad,Telangana,2005,Seed,Convertible Note,6372768,6,19999371,1776910,Yes,153,Big Data,90982,36.01,No,48022,4,3.22,21.66,2.75,2021
Startup_545,EdTech,Mumbai,Telangana,2005,Series C,Grant,5974116,6,50639812,3794936,No,468,Blockchain,92298,38.94,Yes,50683,5,6.63,29.3,2.38,2018
Startup_546,EdTech,Mumbai,Karnataka,2006,Series B,Equity,7801987,1,32717660,438988,Yes,202,Big Data,87396,12.73,No,87314,20,2.86,47.99,3.3,2020
Startup_547,FoodTech,Bangalore,Delhi,2022,Series C,Grant,3841050,6,29849097,4379208,No,350,AI,76310,42.5,Yes,45399,4,5.17,56.0,1.86,2017
Startup_548,FinTech,Pune,Telangana,2023,Series A,Debt,7829369,10,73788393,4262047,No,205,Blockchain,42486,27.24,No,8076,8,6.22,56.12,7.55,2023
Startup_549,FoodTech,Delhi,Telangana,2021,Series A,Convertible Note,2627999,4,11619606,4761692,No,475,Big Data,97134,24.64,No,33772,8,4.92,74.64,3.84,2020
Startup_550,EdTech,Delhi,Tamil Nadu,2023,Series C,Convertible Note,8666627,1,6519750,783139,Yes,246,IoT,99207,8.72,No,53586,14,8.33,78.81,5.56,2017
Startup_551,Retail,Chennai,Delhi,2016,Series A,Debt,8562176,9,50731914,3141040,No,15,Big Data,14488,25.15,Yes,54738,20,4.74,67.77,2.3,2021
Startup_552,TravelTech,Delhi,Maharashtra,2003,Series A,Grant,9653150,4,18494238,906843,Yes,40,Blockchain,8032,20.61,Yes,72639,20,9.24,43.24,4.5,2018
Startup_553,FinTech,Chennai,Telangana,2005,Seed,Grant,2070222,10,88177573,1317798,Yes,239,AI,45547,14.04,No,94019,10,2.58,20.93,8.5,2019
Startup_554,FinTech,Delhi,Tamil Nadu,2014,Series A,Grant,9689757,1,60647064,3540965,No,152,Blockchain,34970,17.78,No,3256,9,6.21,45.76,8.79,2016
Startup_555,AgriTech,Mumbai,Delhi,2021,Series B,Equity,8709262,7,17246484,3198375,No,296,AR/VR,11415,38.67,No,77328,4,6.89,44.45,8.38,2022
Startup_556,TravelTech,Bangalore,Delhi,2013,Series B,Debt,1907035,8,74215790,311548,No,210,Big Data,42499,30.53,No,52670,17,8.9,22.92,9.15,2015
Startup_557,FoodTech,Mumbai,Telangana,2019,Series A,Convertible Note,3510131,10,81241367,2457718,Yes,32,Big Data,16859,36.47,No,58113,19,6.86,68.19,6.54,2018
Startup_558,TravelTech,Mumbai,Delhi,2018,Series D,Grant,2725348,5,38512082,3914946,Yes,474,Big Data,78261,28.23,Yes,46561,18,4.45,65.32,5.11,2015
Startup_559,HealthTech,Chennai,Telangana,2007,Series C,Debt,7889871,1,87023978,2537363,No,334,AR/VR,22341,27.22,Yes,32211,10,6.88,38.54,9.45,2018
Startup_560,AgriTech,Delhi,Maharashtra,2016,Series D,Debt,4639861,5,3381383,954875,Yes,313,Blockchain,20059,18.38,Yes,82255,18,3.49,79.64,6.69,2023
Startup_561,HealthTech,Pune,Tamil Nadu,2020,Seed,Equity,185241,2,94530688,648561,Yes,128,AR/VR,87047,35.2,Yes,49943,4,9.68,39.23,4.07,2019
Startup_562,FoodTech,Chennai,Delhi,2012,Series D,Debt,4215418,4,46974628,4666403,Yes,369,AR/VR,61455,23.19,Yes,85766,7,8.09,70.08,1.62,2022
Startup_563,FinTech,Chennai,Delhi,2013,Series C,Equity,4300522,9,30276438,3442686,No,287,Big Data,81606,25.64,Yes,37988,13,9.97,53.31,1.72,2017
Startup_564,FinTech,Hyderabad,Telangana,2009,Series C,Equity,1807494,7,26999364,4124840,Yes,479,Big Data,88558,13.82,Yes,54749,13,8.03,31.54,7.87,2019
Startup_565,HealthTech,Bangalore,Tamil Nadu,2007,Series D,Convertible Note,9022544,3,52114449,3266062,No,360,Blockchain,74888,32.81,Yes,41092,13,1.59,59.55,1.23,2019
Startup_566,FoodTech,Mumbai,Tamil Nadu,2023,IPO,Grant,9874376,8,29354005,3758603,Yes,198,Cloud,31103,27.99,Yes,23261,19,9.89,33.67,8.97,2021
Startup_567,AgriTech,Hyderabad,Maharashtra,2000,Series D,Equity,7489372,9,22186287,1626983,Yes,233,IoT,98333,34.78,No,94208,9,2.34,31.6,6.32,2023
Startup_568,HealthTech,Pune,Telangana,2018,Series D,Debt,1869630,2,20862936,4967414,No,456,AI,3364,32.75,No,37456,10,7.01,37.81,6.71,2020
Startup_569,AgriTech,Hyderabad,Maharashtra,2017,Seed,Convertible Note,3582388,1,35166339,2290632,No,10,AR/VR,40829,35.47,Yes,66350,14,8.88,38.1,3.27,2016
Startup_570,AgriTech,Pune,Telangana,2012,Series D,Grant,2252962,6,16125650,988782,No,316,AR/VR,95637,6.54,No,72041,15,4.52,65.27,2.75,2023
Startup_571,TravelTech,Bangalore,Karnataka,2013,Series B,Grant,8405274,9,38342485,4670270,No,221,Blockchain,3021,25.57,Yes,83757,2,1.27,33.45,5.65,2021
Startup_572,Retail,Mumbai,Telangana,2020,Series B,Convertible Note,8152550,2,65272762,3861362,Yes,314,Big Data,34805,11.71,Yes,43516,13,2.28,55.26,3.67,2017
Startup_573,FoodTech,Hyderabad,Karnataka,2012,Series D,Convertible Note,5175428,9,69295135,324247,No,70,Cloud,52461,47.59,Yes,15624,19,2.61,36.89,6.23,2023
Startup_574,EdTech,Bangalore,Delhi,2017,Seed,Grant,8773428,2,15401514,366244,No,56,Cloud,72402,14.07,No,98886,11,8.04,51.96,7.27,2015
Startup_575,AgriTech,Pune,Tamil Nadu,2016,IPO,Debt,6545573,10,7055090,4610633,No,256,AR/VR,60043,14.48,No,11125,0,3.03,41.27,2.97,2023
Startup_576,FinTech,Mumbai,Telangana,2004,IPO,Equity,6189443,4,70393230,1986753,Yes,481,AI,64010,48.18,Yes,18171,0,4.44,23.37,1.65,2020
Startup_577,Retail,Hyderabad,Delhi,2019,Series D,Equity,6839486,4,20749181,4040419,No,410,Blockchain,7447,28.36,Yes,26008,18,9.77,49.81,7.41,2022
Startup_578,FinTech,Pune,Telangana,2006,Series B,Convertible Note,9579788,5,12537615,3406693,No,384,AI,51251,13.59,Yes,23864,18,1.07,63.68,7.79,2017
Startup_579,Retail,Hyderabad,Maharashtra,2014,Seed,Equity,6423797,1,6316862,2236483,Yes,49,Cloud,84254,41.51,Yes,88846,7,2.32,37.7,6.05,2020
Startup_580,Retail,Mumbai,Tamil Nadu,2001,Series D,Debt,2753631,10,78281483,2820152,Yes,58,IoT,7706,29.21,Yes,23460,0,1.87,26.47,5.31,2021
Startup_581,HealthTech,Chennai,Karnataka,2001,Series B,Convertible Note,1646335,4,28905246,3704047,Yes,269,Cloud,43265,27.52,Yes,90239,5,5.88,33.08,5.33,2018
Startup_582,HealthTech,Hyderabad,Telangana,2018,IPO,Equity,5329159,3,64255380,473173,No,49,Cloud,49337,9.19,No,20005,18,6.26,30.15,5.03,2017
Startup_583,Retail,Bangalore,Delhi,2022,Series D,Debt,155818,5,9761342,2325050,Yes,247,IoT,49572,34.2,Yes,69838,7,2.8,21.43,6.05,2019
Startup_584,TravelTech,Chennai,Tamil Nadu,2008,Series C,Grant,1610290,10,51307816,2755911,No,126,Cloud,8986,30.37,No,71306,11,1.4,45.27,4.82,2019
Startup_585,EdTech,Delhi,Delhi,2023,Series D,Debt,4151591,2,75059896,882890,Yes,220,IoT,69929,29.27,Yes,78825,1,3.97,68.31,3.89,2017
Startup_586,AgriTech,Chennai,Tamil Nadu,2010,IPO,Grant,7696094,3,5058635,2493091,Yes,14,Blockchain,90944,25.29,No,5141,16,1.77,64.84,6.22,2021
Startup_587,Retail,Mumbai,Karnataka,2006,Series B,Debt,6203308,8,58492559,816124,Yes,375,AR/VR,15802,36.26,No,55307,7,2.99,32.2,3.11,2021
Startup_588,TravelTech,Chennai,Karnataka,2014,Series A,Grant,8994775,8,23111727,4886054,Yes,483,Blockchain,62904,18.48,Yes,16799,1,4.15,63.83,6.58,2023
Startup_589,HealthTech,Chennai,Delhi,2020,Series B,Convertible Note,7919819,4,96136779,4700694,Yes,172,Cloud,19008,43.96,Yes,82660,6,9.69,38.2,9.09,2016
Startup_590,FinTech,Hyderabad,Telangana,2018,IPO,Equity,7458939,7,23884905,3150871,No,318,Cloud,82804,39.02,Yes,1914,18,9.47,67.16,9.98,2022
Startup_591,AgriTech,Mumbai,Delhi,2017,Series D,Grant,2575092,2,90582365,2886720,No,237,Blockchain,21000,29.52,No,98114,0,7.22,59.28,1.89,2022
Startup_592,TravelTech,Chennai,Karnataka,2001,Series D,Convertible Note,4229909,8,42964732,246237,Yes,192,AR/VR,42140,46.17,No,77052,10,9.26,46.23,2.19,2017
Startup_593,HealthTech,Mumbai,Maharashtra,2017,Series D,Convertible Note,1612277,4,51771536,1480498,Yes,46,AI,35101,8.01,No,40739,10,4.19,64.2,1.17,2017
Startup_594,FoodTech,Pune,Tamil Nadu,2006,Series A,Equity,9350502,10,78774050,198722,Yes,182,Cloud,95674,9.76,No,67664,11,7.38,58.52,4.15,2023
Startup_595,FinTech,Pune,Tamil Nadu,2012,IPO,Debt,3666356,2,25794165,4825025,No,341,IoT,15387,14.52,No,1504,8,3.71,56.58,2.88,2019
Startup_596,TravelTech,Mumbai,Karnataka,2019,Series B,Grant,9253907,9,75130605,470192,No,80,AR/VR,61091,16.29,No,4029,5,6.82,63.65,2.9,2016
Startup_597,FinTech,Delhi,Telangana,2013,Seed,Equity,2835165,3,90576838,700102,Yes,410,AR/VR,81197,8.51,Yes,60582,6,3.37,59.2,6.38,2023
Startup_598,EdTech,Hyderabad,Tamil Nadu,2023,Series C,Convertible Note,4424164,4,78024554,2406271,No,494,Blockchain,46097,16.49,Yes,76018,3,8.53,27.25,6.34,2017
Startup_599,FinTech,Chennai,Maharashtra,2016,Seed,Equity,5051431,3,57444773,3545164,No,313,Cloud,7613,13.35,Yes,12633,10,4.13,53.16,5.82,2021
Startup_600,AgriTech,Pune,Delhi,2020,Series D,Grant,9025503,8,18570053,1184633,Yes,272,IoT,50516,19.59,No,78609,7,3.36,77.63,9.95,2018
Startup_601,Retail,Delhi,Maharashtra,2008,Series D,Grant,226746,8,32081230,3127834,No,93,Cloud,22440,24.05,No,21188,19,6.84,35.05,4.03,2022
Startup_602,FinTech,Chennai,Tamil Nadu,2022,IPO,Grant,2735321,8,87730420,288800,Yes,459,Cloud,34285,49.39,No,94840,3,5.67,21.15,6.23,2015
Startup_603,FoodTech,Mumbai,Tamil Nadu,2022,Seed,Grant,7980400,2,51571213,3919004,Yes,101,Blockchain,26719,46.1,No,80626,18,8.8,25.23,4.79,2018
Startup_604,FoodTech,Mumbai,Telangana,2009,Series B,Equity,4738818,2,94030623,4585921,Yes,314,Blockchain,26986,13.2,Yes,15346,5,5.17,26.64,5.74,2023
Startup_605,Retail,Hyderabad,Maharashtra,2009,Series A,Convertible Note,3822716,4,89756772,4809933,Yes,79,Blockchain,13098,10.95,No,50967,6,7.14,20.39,8.18,2020
Startup_606,FinTech,Mumbai,Tamil Nadu,2006,Seed,Grant,4573532,5,31349685,3765533,Yes,363,Big Data,15003,29.04,Yes,1114,2,9.13,74.09,1.07,2015
Startup_607,TravelTech,Pune,Tamil Nadu,2018,Seed,Grant,3353267,8,79532608,4025337,No,391,AR/VR,31426,36.85,Yes,78206,20,5.28,74.14,8.41,2016
Startup_608,FinTech,Delhi,Karnataka,2012,Series D,Grant,9386831,3,67856875,3853153,Yes,105,IoT,97554,49.19,Yes,69688,14,8.66,32.19,9.66,2022
Startup_609,TravelTech,Delhi,Maharashtra,2000,Series C,Equity,169113,4,78913108,4319442,No,255,AI,1690,17.79,Yes,48458,10,5.63,23.8,8.92,2016
Startup_610,AgriTech,Bangalore,Maharashtra,2015,Series A,Debt,9315138,8,18406879,1009849,No,41,IoT,74862,37.45,No,81075,15,2.7,65.6,4.96,2016
Startup_611,Retail,Mumbai,Telangana,2010,Series B,Equity,4267352,10,98917699,1659758,Yes,188,IoT,91262,14.4,Yes,91842,10,7.94,62.86,6.54,2016
Startup_612,Retail,Mumbai,Karnataka,2013,Seed,Equity,9801994,3,39764535,4571719,No,481,AI,53032,24.65,No,47561,9,1.85,75.93,9.58,2018
Startup_613,AgriTech,Hyderabad,Tamil Nadu,2011,Seed,Debt,2868742,6,83853734,3318478,Yes,222,AI,7224,25.97,Yes,97768,11,3.85,56.86,6.02,2016
Startup_614,FinTech,Mumbai,Maharashtra,2001,Series A,Convertible Note,7060160,10,79644409,757592,Yes,291,Cloud,84178,12.13,Yes,95182,7,1.57,52.45,7.35,2015
Startup_615,AgriTech,Bangalore,Tamil Nadu,2001,Series B,Debt,7976980,10,76321015,4238214,No,120,AI,52978,20.15,No,28669,0,8.02,36.41,8.0,2019
Startup_616,FoodTech,Chennai,Karnataka,2012,Series C,Grant,7285239,6,97167808,648651,No,206,Cloud,36577,25.1,No,34483,10,9.68,79.6,4.58,2016
Startup_617,AgriTech,Mumbai,Karnataka,2011,Seed,Convertible Note,3684153,2,8490160,4409309,No,24,Big Data,77509,28.44,Yes,90606,19,6.13,61.55,3.08,2016
Startup_618,FinTech,Chennai,Tamil Nadu,2007,Seed,Convertible Note,377472,9,14325477,1856405,Yes,92,Cloud,58192,21.12,No,68203,4,8.54,66.34,4.57,2021
Startup_619,HealthTech,Chennai,Delhi,2019,Series D,Convertible Note,2963543,8,33636619,526515,No,405,Blockchain,16247,40.18,Yes,73705,9,6.25,36.16,1.08,2018
Startup_620,FoodTech,Hyderabad,Telangana,2006,Series D,Grant,5420659,6,50545725,527999,No,262,AI,24137,47.69,Yes,6537,9,1.81,71.47,5.54,2017
Startup_621,Retail,Delhi,Telangana,2000,Series D,Grant,9504371,7,84947447,943618,Yes,125,AI,93264,37.29,No,21407,6,9.36,46.2,4.6,2018
Startup_622,HealthTech,Hyderabad,Tamil Nadu,2013,Series D,Equity,2335784,4,30795370,3094478,Yes,222,AR/VR,53249,14.73,No,13346,11,2.89,31.3,6.1,2016
Startup_623,EdTech,Delhi,Maharashtra,2001,Series C,Equity,4634545,3,46576943,1036422,Yes,336,Blockchain,7699,14.86,No,43350,14,8.6,65.46,9.71,2022
Startup_624,HealthTech,Mumbai,Maharashtra,2015,Series D,Convertible Note,7716074,1,34032951,261015,Yes,52,AR/VR,74872,11.05,Yes,62757,6,2.21,20.8,9.46,2020
Startup_625,TravelTech,Bangalore,Telangana,2008,Series C,Equity,5580800,6,12760408,3845642,No,78,AI,67098,30.73,Yes,67551,9,3.45,30.72,8.35,2019
Startup_626,FoodTech,Bangalore,Karnataka,2008,Series A,Debt,5569450,2,2371495,2037934,Yes,483,IoT,81818,20.28,Yes,60390,11,6.75,69.52,9.02,2018
Startup_627,AgriTech,Hyderabad,Telangana,2018,Series B,Debt,6159753,7,89496235,4246297,No,443,AI,76163,9.61,Yes,64752,9,7.76,55.5,8.37,2023
Startup_628,AgriTech,Hyderabad,Karnataka,2019,IPO,Grant,8281991,9,28289022,1035111,No,463,Blockchain,42415,17.88,No,31047,9,3.8,77.84,1.13,2018
Startup_629,HealthTech,Pune,Tamil Nadu,2000,Series B,Convertible Note,8454676,6,12557502,2080475,No,32,AI,6398,47.71,Yes,52074,14,1.27,70.84,1.45,2021
Startup_630,FinTech,Bangalore,Maharashtra,2021,Series A,Grant,4591482,2,52270286,320551,No,266,AI,46524,15.03,No,64258,0,5.07,67.07,6.71,2022
Startup_631,AgriTech,Hyderabad,Tamil Nadu,2018,Series A,Debt,4736058,9,81982140,1989553,No,270,AR/VR,58180,5.64,No,68815,19,4.48,21.56,7.56,2019
Startup_632,AgriTech,Hyderabad,Karnataka,2001,IPO,Debt,5874773,2,65007444,3737893,No,175,Blockchain,39032,45.06,Yes,21267,2,9.48,51.52,4.89,2019
Startup_633,TravelTech,Hyderabad,Maharashtra,2000,Series A,Convertible Note,8679602,3,19749290,2528336,Yes,399,Cloud,94186,21.77,Yes,26780,8,5.62,78.7,4.41,2021
